"entry_type","title","cdt_code","description"
"Procedure","speech aid prosthesis, pediatric",5952,"Synonymous terminology: nasopharyngeal obturator, speech appliance, obturator, cleft palate appliance, prosthetic speech aid, speech bulb.A temporary or interim prosthesis used to close a defect in the hard and/or soft palate. It may replace tissue lost due to developmental or surgical alterations. It is necessary for the production of intelligible speech.Normal lateral growth of the palatal bones necessitates occasional replacement of this prosthesis. Intermittent revisions of the obturator section can assist in maintenance of palatalpharyngeal closure (termed a speech aid prosthesis modification). Frequently, such prostheses are not fabricated before the deciduous dentition is fully erupted since clasp retention is often essential."
"Procedure","speech aid prosthesis, adult",5953,"Synonymous terminology: prosthetic speech appliance, speech aid, speech bulb.A definitive prosthesis, which can improve speech in adult cleft palate patients either by obturating (sealing off) a palatal cleft or fistula, or occasionally by assisting an incompetent soft palate. Both mechanisms are necessary to achieve velopharyngeal competency. Generally, this prosthesis is fabricated when no further growth is anticipated and the objective is to achievelong-term use. Hence, more precise materials and techniques are utilized. Occasionally such procedures are accomplished in conjunction with precision attachments in crown work undertaken on some or all maxillary teeth to achieve improved aesthetics"
"Procedure","palatal augmentation prosthesis",5954,"Synonymous terminology: superimposed prosthesis, maxillary glossectomy prosthesis, maxillary speech prosthesis, palatal drop prosthesis.A removable prosthesis which alters the hard and/or soft palates topographical form adjacent to the tongue."
"Procedure","palatal lift prosthesis, definitive",5955,"A prosthesis which elevates the soft palate superiorly and aids in restoration of soft palate functions which maybe lost due to an acquired, congenital or developmental defect.A definitive palatal lift is usually made for patients whose experience with an interim palatal lift has been successful, especially if surgical alterations are deemed unwarranted."
"Procedure","palatal lift prosthesis, interim",5958,"Synonymous terminology: diagnostic palatal lift.A prosthesis which elevates and assists in restoring soft palate function which may be lost due to clefting, surgery, trauma or unknown paralysis. It is intended for interim use to determine its usefulness in achieving palatalpharyngeal competency or enhance swallowing.This prosthesis is intended for interim use as a diagnostic aid to assess the level of possible improvement in speech intelligibility. Some clinicians believe use of a palatal lift on an interim basis may stimulate an otherwise flaccid soft palate to increase functional activity, subsequently lessening its need"
"Procedure","palatal lift prosthesis, modification",5959,"Synonymous terminology: revision of lift, adjustment.Alterations in the adaptation, contour, form or function of an existing palatal lift necessitated due to tissue impingement, lack of function, poor clasp adaptation or the like."
"Procedure","speech aid prosthesis, modification",5960,"Synonymous terminology: adjustment, repair, revision.Any revision of a pediatric or adult speech aid not necessitating its replacement.Frequently, revisions of the obturating section of any speech aid are required to facilitate enhanced speech intelligibility. Such revisions or repairs do not require complete remaking of the prosthesis, thus extending its longevity."
"Procedure","surgical stent",5982,"Synonymous terminology: periodontal stent, skin graft stent, columellar stent.Stents are utilized to apply pressure to soft tissues to facilitate healing and prevent cicatrization or collapse.A surgical stent may be required in surgical and postsurgical revisions to achieve close approximation of tissues. Usually such materials as temporary or interim soft denture liners, gutta percha, or dental modeling impression compound may be used."
"Procedure","radiation carrier",5983,"Synonymous terminology: radiotherapy prosthesis, carrier prosthesis, radiation applicator, radium carrier, intracavity carrier, intracavity applicator.A device used to administer radiation to confined areas by means of capsules, beads or needles of radiation emitting materials such as radium or cesium. Its function is to hold the radiation source securely in the same loca-tion during the entire period of treatment.Radiation oncologists occasionally request these devices to achieve close approximation and controlled application of radiation to a tumor deemed amiable to eradication."
"Procedure","radiation shield",5984,"Synonymous terminology: radiation stent, tongue protector, lead shield.An intraoral prosthesis designed to shield adjacent tissues from radiation during orthovoltage treatment of malignant lesions of the head and neck region."
"Procedure","radiation cone locator",5985,"Synonymous terminology: docking device, cone locator.A prosthesis utilized to direct and reduplicate the path of radiation to an oral tumor during a split course of irradiation."
"Procedure","fluoride gel carrier",5986,"Synonymous terminology: fluoride applicator. A prosthesis, which covers the teeth in either dental arch and is used to apply topical fluoride in close proximity to tooth enamel and dentin for several minutes daily."
"Procedure","commissure splint",5987,"Synonymous terminology: lip splint.A device placed between the lips, which assists in achieving increased opening between the lips. Use of such devices enhances opening where surgical, chemical or electrical alterations of the lips has resulted in severe restriction or contractures."
"Procedure","surgical splint",5988,"Synonymous terminology: Gunning splint, modified Gunning splint, labiolingual splint, fenestrated splint, Kingsley splint, cast metal splint.Splints are designed to utilize existing teeth and/or alveolar processes as points of anchorage to assist in stabilization and immobilization of broken bones during healing. They are used to re-establish, as much as possible, normal occlusal relationships during the process of immobilization. Frequently, existing prostheses (e.g., a patients complete dentures) can be modified to serve as surgical splints. Frequently, surgical splints have arch bars added to facilitate intermaxillary fixation. Rubber elastics may be used to assist in this process. Circummandibular eyelet hooks can be utilized for enhanced stabilization with wiring to adjacent bone."
"Procedure","vesiculobullous disease medicament carrier",5991,"A custom fabricated carrier that covers the teeth and alveolar mucosa, or alveolar mucosa alone, and is used to deliver prescription medicaments for treatment of immunologically mediated vesiculobullous diseases."
"Procedure","adjust maxillofacial prosthetic appliance, by report",5992,
"Procedure","maintenance and cleaning of a maxillofacial prosthesis (extra-or intra-oral) other than required adjustments, by report",5993,
"Procedure","periodontal medicament carrier wit peripheral seal laboratory processed",5994,"A custom fabricated,laboratory processed carrier that coversthe teeth and alveolar mucosa. Used as a vehicle to deliver prescribed medicaments for sustained c ontact with the gingiva, alveolar mucosa, and into the periodontal sulcus or pocket. [This code was deleted in 2021.]"
"Procedure","unspecified maxillofacial prosthesis, by report",5999,"Used for procedure that is not adequately described by a code. Describe procedure."
"Procedure","surgical placement of implant body: endosteal implant",6010,
"Procedure","second stage implant surgery",6011,"Surgical access to an implant body (second stage implant surgery) Surgical access to an implant body for placement of a healing cap or to enable placement of an abutment."
"Procedure","surgical placement of interim implant body for transitional prosthesis: endosteal implant",6012,"Includes removal during later therapy to accommodate the definitive restoration, which may include placement of other implants."
"Procedure","surgical placement of mini implant",6013,
"Procedure","surgical placement: eposteal implant",6040,"An eposteal (subperiosteal) framework of a biocompatible material designed and fabricated to fit on the surface of the bone of the mandible or maxilla with permucosal An eposteal (subperiosteal) framework of a biocompatible material designed and fabricated to fit on the surface of the bone of the mandible or maxilla with permucosal"
"Procedure","surgical placement: transosteal implant",6050,"A transosteal (transosseous) biocompatible device with threaded posts penetrating both the superior and inferior cortical bone plates of the mandibular symphysis and exiting through the permucosa providing support and attachment for a dental prosthesis. Transosteal implants are placed completely through the bone and into the oral cavity from extraoral or intraoral."
"Procedure","interim abutment",6051,"Includes placement and removal. A healing cap is not an interim abutment."
"Procedure","semi-precision attachment abutment",6052,"Includes placement of keeper assembly."
"Procedure","connecting bar implant supported or abutment supported",6055,"Utilized to stabilize and anchor a prosthesis."
"Procedure","prefabricated abutment includes modification and placement",6056,"Modification of a prefabricated abutment may be necessary."
"Procedure","custom fabricated abutment includes placement",6057,"Created by a laboratory process, specific for an individual application."
"Procedure","abutment supported porcelain/ceramic crown",6058,"A single crown restoration that is retained, supported and stabilized by an abutment on an implant."
"Procedure","abutment supported porcelain fused to metal crown (high noble metal)",6059,"A single metal-ceramic crown restoration that is retained, supported and stabilized by an abutment on an implant."
"Procedure","abutment supported porcelain fused to metal crown (predominantly base metal)",6060,"A single metal-ceramic crown restoration that is retained, supported and stabilized by an abutment on an implant."
"Procedure","abutment supported porcelain fused to metal crown (noble metal)",6061,"A single metal-ceramic crown restoration that is retained, supported and stabilized by an abutment on an implant."
"Procedure","abutment supported cast metal crown (high noble metal)",6062,"A single cast metal crown restoration that is retained, supported and stabilized by an abutment on an implant."
"Procedure","abutment supported cast metal crown (predominantly base metal)",6063,"A single cast metal crown restoration that is retained,supported and stabilized by an abutment on an implant."
"Procedure","abutment supported cast metal crown (noble metal)",6064,"A single cast metal crown restoration that is retained, supported and stabilized by an abutment on an implant."
"Procedure","implant supported porcelain/ceramic crown",6065,"A single crown restoration that is retained, supported and stabilized by an implant."
"Procedure","implant supported porcelain fused to metal crown(titanium, titanium alloy, high noble metal)",6066,"A single metal-ceramic crown restoration that is retained, supported and stabilized by an implant."
"Procedure","implant supported metal crown (titanium, titanium alloy, high noble metal)",6067,"A single cast metal or milled crown restoration that is retained, supported and stabilized by an implant."
"Procedure","abutment supported retainer for porcelain/ceramicFPD",6068,"A ceramic retainer for a fixed partial denture that gains retention, support and stability from an abutment on an implant."
"Procedure","abutment supported retainer for porcelain fused to metal FPD (high noble metal)",6069,"A metal-ceramic retainer for a fixed partial denture that gains retention, support and stability from an abutment on an implant."
"Procedure","abutment supported retainer for porcelain fused to metal FPD (predominantly base metal)",6070,"A metal-ceramic retainer for a fixed partial denture that gains retention, support and stability from an abutment on an implant."
"Procedure","abutment supported retainer for porcelain fused to metal FPD (noble metal)",6071,"abutment supported retainer for porcelain fused to metal FPD (noble metal)"
"Procedure","abutment supported retainer for cast metal FPD (high noble metal)",6072,"A cast metal retainer for a fixed partial denture that gains retention, support and stability from an abutment on an implant."
"Procedure","abutment supported retainer for cast metal FPD (predominantly base metal)",6073,"A cast metal retainer for a fixed partial denture that gains retention, support and stability from an abutment on an implant."
"Procedure","abutment supported retainer for cast metal FPD (noble metal)",6074,"A cast metal retainer for a fixed partial denture that gains retention, support and stability from an abutment on an implant."
"Procedure","implant supported retainer for ceramic FPD",6075,"A ceramic retainer for a fixed partial denture that gains retention, support and stability from an implant."
"Procedure","implant supported retainer for porcelain fused to metal FPD (titanium, titanium alloy, or high noble metal)",6076,"A metal-ceramic retainer for a fixed partial denture that gains retention, support and stability from an implant."
"Procedure","implant supported retainer for cast metal FPD (titanium, titanium alloy, or high noble metal)",6077,"A cast metal retainer for a fixed partial denture that gains retention, support and stability from an implant."
"Procedure","implant maintenance procedures when prostheses are removed and reinserted, including cleansing of prostheses and abutments",6080,"This procedure includes active debriding of the implant(s) and examination of all aspects of the implant system(s), including the occlusion and stability of the superstructure. The patient is also instructed in thorough daily cleansing of the implant(s). This is not a per implant code, and is indicated for implant supported fixed prostheses."
"Procedure","repair implant supported prosthesis, by report",6090,"This procedure involves the repair or replacement of any part of the implant supported prosthesis"
"Procedure","Replacement of replaceable part of semi-precision or precision attachment (male or female component) of implant/abutment supported prosthesis, per attachment",6091,"This procedure applies to the replaceable male or female component of the attachment."
"Procedure","re-cement or re-bond implant/abutment supported crown",6092,
"Procedure","re-cement or re-bond implant/abutment supported fixed partial denture",6093,
"Procedure","abutment supported crown (titanium)",6094,"A single crown restoration that is retained, supported and stabilized by an abutment on an implant. May be cast or milled."
"Procedure","repair implant abutment, by report",6095,"This procedure involves the repair or replacement of any part of the implant abutment."
"Procedure","implant removal, by report",6100,"This procedure involves the surgical removal of an implant. Describe procedure."
"Procedure","debridement of a peri-implant defect or defects surrounding a single implant, and surface cleaning of the exposed implant surfaces, including flap entry and closure",6101,
"Procedure","debridement and osseous contouring of a peri-implant defect or defects surrounding a single implant and includes surface cleaning of the exposed implant surfaces, including flap entry and closure",6102,
"Procedure","bone graft for repair of peri-implant defect does not include flap entry and closure",6103,"Placement of a barrier membrane or biologic materials to aid in osseous regeneration, are reported separately."
"Procedure","bone graft at time of implant placement",6104,"Placement of a barrier membrane, or biologic materials to aid in osseous regeneration are reported separately."
"Procedure","implant /abutment supported removable denture for edentulous arch maxillary",6110,
"Procedure","implant /abutment supported removable denture for edentulous arch mandibular",6111,
"Procedure","implant /abutment supported removable denture for partially edentulous arch maxillary",6112,
"Procedure","implant /abutment supported removable denture for partially edentulous arch mandibular",6113,
"Procedure","implant /abutment supported fixed denture for edentulous arch maxillary",6114,
"Procedure","implant /abutment supported fixed denture for edentulous arch mandibular",6115,
"Procedure","implant /abutment supported fixed denture for partially edentulous arch maxillary",6116,
"Procedure","implant /abutment supported fixed denture for partially edentulous arch mandibular",6117,
"Procedure","radiographic/surgical implant index, by report",6190,"An appliance, designed to relate osteotomy or fixture position to existing anatomic structures, to be utilized during radiographic exposure for treatment planning and/or during osteotomy creation for fixture installation."
"Procedure","abutment supported retainer crown for FPD (titanium)",6194,"A retainer for a fixed partial denture that gains retention, support and stability from an abutment on an implant. May be cast or milled."
"Procedure","unspecified implant procedure, by report",6199,"Use for procedure that is not adequately described by a code. Describe procedure."
"Procedure","pontic indirect resin based composite",6205,"Not to be used as a temporary or provisional prosthesis"
"Procedure","pontic cast high noble metal",6210,
"Procedure","pontic cast predominantly base metal",6211,
"Procedure","pontic cast noble metal",6212,
"Procedure","pontic titanium",6214,
"Procedure","pontic porcelain fused to high noble metal",6240,
"Procedure","pontic porcelain fused to predominantly base metal",6241,
"Procedure","pontic porcelain fused to noble metal",6242,
"Procedure","pontic porcelain/ceramic",6245,
"Procedure","pontic resin with high noble metal",6250,
"Procedure","pontic resin with predominantly base metal",6251,
"Procedure","pontic resin with noble metal",6252,
"Procedure","provisional pontic further treatment or completion of diagnosis necessary prior to final impression",6253,"Not to be used as a temporary pontic for routine prosthetic fixed partial dentures."
"Procedure","retainer cast metal for resin bonded fixed prosthesis",6545,
"Procedure","retainer porcelain/ceramic for resin bonded fixed prosthesis",6548,
"Procedure","resin retainer for resin bonded fixed prosthesis",6549,
"Procedure","retainer inlay porcelain/ceramic, two surfaces",6600,
"Procedure","retainer inlay porcelain/ceramic, three or moresurfaces",6601,
"Procedure","retainer inlay cast high noble metal, two surfaces",6602,
"Procedure","retainer inlay cast high noble metal, three or more surfaces",6603,
"Procedure","retainer inlay cast predominantly base metal, two surfaces",6604,
"Procedure","retainer inlay cast predominantly base metal, three or more surfaces",6605,
"Procedure","retainer inlay cast noble metal, two surfaces",6606,
"Procedure","retainer inlay cast noble metal, three or more surfaces",6607,
"Procedure","retainer onlay porcelain/ceramic, two surfaces",6608,
"Procedure","retainer onlay porcelain/ceramic, three or more surfaces",6609,
"Procedure","retainer onlay cast high noble metal, two surfaces",6610,
"Procedure","retainer onlay cast high noble metal, three or more surfaces",6611,
"Procedure","retainer onlay cast predominantly base metal, two surfaces",6612,
"Procedure","retainer onlay cast predominantly base metal, three or more surfaces",6613,
"Procedure","retainer onlay cast noble metal, two surfaces",6614,
"Procedure","retainer onlay cast noble metal, three or more surfaces",6615,
"Procedure","retainer inlay titanium",6624,
"Procedure","retainer onlay titanium",6634,
"Procedure","retainer crown indirect resin based composite",6710,"Not to be used as a temporary or provisional prosthesis."
"Procedure","retainer crown resin with high noble metal",6720,
"Procedure","retainer crown resin with predominantly base metal",6721,
"Procedure","retainer crown resin with noble metal",6722,
"Procedure","retainer crown porcelain/ceramic",6740,
"Procedure","retainer crown porcelain fused to high noble metal",6750,
"Procedure","retainer crown porcelain fused to predominantly base metal",6751,
"Procedure","retainer crown porcelain fused to noble metal",6752,
"Procedure","retainer crown _ cast high noble metal",6780,
"Procedure","retainer crown _ cast predominantly base metal",6781,
"Procedure","retainer crown _ cast noble metal",6782,
"Procedure","retainer crown _ porcelain/ceramic",6783,
"Procedure","retainer crown full cast high noble metal",6790,
"Procedure","retainer crown full cast predominantly basemetal",6791,
"Procedure","retainer crown full cast noble metal",6792,
"Procedure","provisional retainer crown further treatment or completion of diagnosis necessary prior to final impression",6793,"Not to be used as a temporary retainer crown for routine prosthetic fixed partial dentures."
"Procedure","retainer crown titanium",6794,
"Procedure","connector bar",6920,"A device attached to fixed partial denture retainer or coping which serves to stabilize and anchor a removable overdenture prosthesis."
"Procedure","re-cement or re-bond fixed partial denture",6930,
"Procedure","stress breaker",6940,"A non-rigid connector."
"Procedure","precision attachment",6950,"A male and female pair constitutes one precision attachment, and is separate from the prosthesis."
"Procedure","fixed partial denture repair necessitated by restorative material failure",6980,"This prosthesis is used primarily for aesthetic purposes."
"Procedure","unspecified fixed prosthodontic procedure, by report",6999,"Used for procedure that is not adequately described by a code. Describe procedure. Oral and MaxillofacialSurgery"
"Procedure","extraction, coronal remnants deciduous tooth",7111,"Removal of soft tissue-retained coronal remnants."
"Procedure","extraction, erupted tooth or exposed root (elevation and/or forceps removal)",7140,"Includes routine removal of tooth structure, minor smoothing of socket bone, and closure, as necessary."
"Procedure","surgical removal of erupted tooth requiring removal of bone and/or sectioning of tooth, and including elevation of mucoperiosteal flap if indicated",7210,"Includes related cutting of gingiva and bone, removal of tooth structure, minor smoothing of socket bone and closure."
"Procedure","removal of impacted tooth soft tissue",7220,"Occlusal surface of tooth covered by soft tissue; requires mucoperiosteal flap elevation."
"Procedure","removal of impacted tooth partially bony",7230,"Part of crown covered by bone; requires mucoperiosteal flap elevation and bone removal."
"Procedure","removal of impacted tooth completely bony",7240,"Most or all of crown covered by bone; requires mucoperiosteal flap elevation and bone removal."
"Procedure","removal of impacted tooth completely bony, with unusual surgical complications",7241,"Most or all of crown covered by bone; unusually difficult or complicated due to factors such as nerve dissection required, separate closure of maxillary sinus required or aberrant tooth position."
"Procedure","surgical removal of residual tooth roots (cutting procedure)",7250,"Includes cutting of soft tissue and bone, removal of tooth structure, and closure."
"Procedure","coronectomy intentional partial tooth removal",7251,"Intentional partial tooth removal is performed when a neurovascular complication is likely if the entire impacted tooth is removed."
"Procedure","oroantral fistula closure",7260,"Excision of fistulous tract between maxillary sinus and oral cavity and closure by advancement flap."
"Procedure","primary closure of a sinus perforation",7261,"Subsequent to surgical removal of tooth, exposure of sinus requiring repair, or immediate closure of oroantral or oralnasal communication in absence of fistulous tract."
"Procedure","tooth re-implantation and/or stabilization of accidentally evulsed or displaced tooth",7270,"Includes splinting and/or stabilization."
"Procedure","tooth transplantation (includes re-implantation from one site to another and splinting and/or stabilization)",7272,
"Procedure","surgical access of an unerupted tooth",7280,"An incision is made and the tissue is reflected and bone removed as necessary to expose the crown of an impacted tooth not intended to be extracted."
"Procedure","mobilization of erupted or malpositioned tooth to aid eruption",7282,"To move/luxate teeth to eliminate ankylosis; not in conjunction with an extraction."
"Procedure","placement of device to facilitate eruption of impacted tooth",7283,"Placement of an orthodontic bracket, band or other device on an unerupted tooth, after its exposure, to aid in its eruption. Report the surgical exposure separately using D7280."
"Procedure","incisional biopsy of oral tissue hard (bone, tooth)",7285,"For partial removal of specimen only. This procedure involves biopsy of osseous lesions and is not used for apicoectomy/periradicular surgery. This procedure does not entail an excision"
"Procedure","incisional biopsy of oral tissue soft",7286,"For partial removal of an architecturally intact specimen only. This procedure is not used at the same time as codes for apicoectomy/ periradicular curettage. This procedure does not entail an excision."
"Procedure","exfoliative cytological sample collection",7287,"For collection of non-transepithelial cytology sample via mild scraping of the oral mucosa."
"Procedure","brush biopsy transepithelial sample collection",7288,"For collection of oral disaggregated transepithelial cells via rotational brushing of the oral mucosa."
"Procedure","surgical repositioning of teeth",7290,"Grafting procedure(s) is/are additional."
"Procedure","transseptal fiberotomy/supra crestal fiberotomy, by report",7291,"The supraosseous connective tissue attachment is surgic lly severed around the involved teeth. Where there are adjacent teeth, the transseptal fiberotomy of a single tooth will involve a minimum of three teeth. Since the incisions are within the gingival sulcus and tissue and the root surface is not instrumented, this procedure heals by the reunion of connective tissue with the root surface on which viable periodontal tissue is present (reattachment)."
"Procedure","surgical placement of temporary anchorage device [screw retained plate",7292,"requiring flap; includes device removal"
"Procedure","surgical placement of temporary anchorage device requiring flap; includes device removal",7293,
"Procedure","surgical placement of temporary anchorage device without flap; includes device removal",7294,
"Procedure","harvest of bone for use in autogenous grafting procedure",7295,"Reported in addition to those autogenous graft placement procedures that do not include harvesting of bone."
"Procedure","alveoloplasty in conjunction with extractions four or more teeth or tooth spaces, per quadrant",7310,"The alveoloplasty is distinct (separate procedure) from extractions and/or surgical extractions. Usually in preparation for a prosthesis or other treatments such as radiation therapy and transplant surgery."
"Procedure","alveoloplasty in conjunction with extractions one to three teeth or tooth spaces, per quadrant",7311,"The alveoloplasty is distinct (separate procedure) from extractions and/or surgical extractions. Usually in preparation for a prosthesis or other treatments such as radiation therapy and transplant surgery."
"Procedure","alveoloplasty not in conjunction with extractions four or more teeth or tooth spaces, per quadrant",7320,"No extractions performed in an edentulous area. See D7310 if teeth are being extracted concurrently with the alveoloplasty. Usually in preparation for a prosthesis or other treatments such as radiation therapy and transplant surgery."
"Procedure","alveoloplasty not in conjunction with extractions one to three teeth or tooth spaces, perquadrant",7321,"No extractions performed in an edentulous area. See D7311 if teeth are being extracted concurrently with the alveoloplasty. Usually in preparation for a prosthesis or other treatments such as radiation therapy and transplant surgery."
"Procedure","vestibuloplasty ridge extension (secondary epithelialization)",7340,
"Procedure","vestibuloplasty ridge extension (including soft tissue grafts, muscle reattachment, revision of soft tissue attachment and management of hypertrophied and hyperplastic tissue)",7350,
"Procedure","excision of benign lesion up to 1.25 cm",7410,
"Procedure","excision of benign lesion greater than 1.25 cm",7411,
"Procedure","excision of benign lesion, complicated",7412,"Requires extensive undermining with advancement or rotational flap closure"
"Procedure","excision of malignant lesion up to 1.25 cm",7413,
"Procedure","excision of malignant lesion greater than 1.25 cm",7414,
"Procedure","excision of malignant lesion, complicated",7415,"Requires extensive undermining with advancement or rotational flap closure."
"Procedure","excision of malignant tumor lesion diameter up to 1.25 cm",7440,
"Procedure","excision of malignant tumor lesion diameter greater than 1.25 cm",7441,
"Procedure","removal of benign odontogenic cyst or tumor lesion diameter up to 1.25 cm",7450,
"Procedure","removal of benign odontogenic cyst or tumor lesion diameter greater than 1.25 cm",7451,
"Procedure","removal of benign nonodontogenic cyst or tumor lesion diameter up to 1.25 cm",7460,
"Procedure","removal of benign nonodontogenic cyst or tumor lesion diameter greater than 1.25 cm",7461,
"Procedure","destruction of lesion(s) by physical or chemical method, by report",7465,"Examples include using cryo, laser or electro surgery"
"Procedure","removal of lateral exostosis (maxilla ormandible) D7472",7471,"removal of torus palatinus"
"Procedure","removal of torus mandibularis",7473,
"Procedure","surgical reduction of osseous tuberosity",7485,
"Procedure","radical resection of maxilla or mandible",7490,"Partial resection of maxilla or mandible; removal of lesion and defect with margin of normal appearing bone. Reconstruction and bone grafts should be reported separately."
"Procedure","incision and drainage of abscess intraoral soft tissue",7510,"Involves incision through mucosa, including periodontal origins."
"Procedure","incision and drainage of abscess intraoral soft tissue complicated (includes drainage of multiple fascial spaces)",7511,"Incision is made intraorally and dissection is extended into adjacent fascial space(s) to provide adequate drainage of abscess/cellulitis."
"Procedure","incision and drainage of abscess extraoral soft tissue",7520,"Involves incision through skin."
"Procedure","incision and drainage of abscess extraoral soft tissue complicated (includes drainage of multiple fascial spaces)",7521,"Incision is made extraorally and dissection is extended into adjacent fascial space(s) to provide adequate drainage of abscess/cellulitis."
"Procedure","removal of foreign body from mucosa, skin, or subcutaneous alveolar tissue",7530,
"Procedure","removal of reaction producing foreign bodies, musculoskeletal system",7540,"May include, but is not limited to, removal of splinters, pieces of wire, etc., from muscle and/or bone."
"Procedure","partial ostectomy/sequestrectomy for removal of non-vital bone",7550,"Removal of loose or sloughed-off dead bone caused by infection or reduced blood supply."
"Procedure","maxillary sinusotomy for removal of tooth fragment or foreign body",7560,
"Procedure","maxilla open reduction (teeth immobilized, if present)",7610,"Teeth may be wired, banded or splinted together to prevent movement. Surgical incision required for interosseous fixation."
"Procedure","maxilla closed reduction (teeth immobilized, if present)",7620,"No incision required to reduce fracture. See D7610 if interosseous fixation is applied."
"Procedure","mandible open reduction (teeth immobilized, if present)",7630,"Teeth may be wired, banded or splinted together to prevent movement. Surgical incision required to reduce fracture."
"Procedure","mandible closed reduction (teeth immobilized, if present)",7640,"No incision required to reduce fracture. See D7630 if interosseous fixation is applied."
"Procedure","alveolus closed reduction, may include stabiliza-tion of teeth",7650,"Teeth may be wired, banded or splinted together to prevent movement."
"Procedure","alveolus open reduction, may include stabilization of teeth",7671,"Teeth may be wired, banded or splinted together to prevent movement."
"Procedure","facial bones complicated reduction with fixation and multiple surgical approaches (simple)",7680,"Facial bones include upper and lower jaw, cheek, and bones around eyes, nose, and ears."
"Procedure","maxilla open reduction",7710,"Surgical incision required to reduce fracture."
"Procedure","maxilla closed reduction",7720,
"Procedure","mandible open reduction",7730,"Surgical incision required to reduce fracture."
"Procedure","mandible closed reduction",7740,
"Procedure","malar and/or zygomatic arch open reduction",7750,"Surgical incision required to reduce fracture."
"Procedure","malar and/or zygomatic arch closed reduction",7760,
"Procedure","alveolus open reduction stabilization of teeth",7770,"Fractured bone(s) are exposed to mouth or outside the face. Surgical incision required to reduce fracture."
"Procedure","alveolus, closed reduction stabilization of teeth",7771,"Fractured bone(s) are exposed to mouth or outside the face."
"Procedure","facial bones complicated reduction with fixation and multiple surgical approaches (compound)",7780,"Surgical incision required to reduce fracture. Facial bones include upper and lower jaw, cheek, and bones around eyes, nose, and ears."
"Procedure","open reduction of dislocation",7810,"Access to TMJ via surgical opening."
"Procedure","closed reduction of dislocation",7820,"Joint manipulated into place; no surgical exposure."
"Procedure","manipulation under anesthesia",7830,"Usually done under general anesthesia or intravenous sedation."
"Procedure","condylectomy",7840,"Surgical removal of all or portion of the mandibular condyle (separate procedure)."
"Procedure","surgical discectomy, with/without implant",7850,"Excision of the intra-articular disc of a joint."
"Procedure","disc repair",7852,"Repositioning and/or sculpting of disc; repair of perforated posterior attachment."
"Procedure","synovectomy",7854,"Excision of a portion or all of the synovial membrane of a joint."
"Procedure","myotomy",7856,"Cutting of muscle for therapeutic purposes (separate procedure)."
"Procedure","joint reconstruction",7858,"Reconstruction of osseous components including or excluding soft tissues of the joint with autogenous, homologous, or alloplastic materials."
"Procedure","arthrotomy",7860,"Cutting into joint (separate procedure)."
"Procedure","arthroplasty",7865,"Reduction of osseous components of the joint to create a pseudoarthrosis or eliminate an irregular remodeling pattern (osteophytes)."
"Procedure","arthrocentesis",7870,"Withdrawal of fluid from a joint space by aspiration."
"Procedure","non-arthroscopic lysis and lavage",7871,"Inflow and outflow catheters are placed into the joint space. The joint is lavaged and manipulated as indicated in an effort to release minor adhesions and synovial vacuum phenomenon as well as to remove inflammation products from the joint space."
"Procedure","arthroscopy diagnosis, with or without biopsy",7872,
"Procedure","arthroscopy surgical: lavage and lysis of adhesions",7873,"Removal of adhesions using the arthroscope and lavage of the joint cavities."
"Procedure","arthroscopy surgical: disc repositioning and stabilization",7874,"Repositioning and stabilization of disc using arthroscopic techniques."
"Procedure","arthroscopy surgical: synovectomy",7875,"Removal of inflamed and hyperplastic synovium (partial/ complete) via an arthroscopic technique."
"Procedure","arthroscopy surgical: discectomy",7876,"Removal of disc and remodeled posterior attachment via the arthroscope."
"Procedure","arthroscopy surgical: debridement",7877,"Removal of pathologic hard and/or soft tissue using the arthroscope."
"Procedure","occlusal orthotic device, by report",7880,"Presently includes splints provided for treatment of temporomandibular joint dysfunction."
"Procedure","occlusal orthotic device adjustment",7881,
"Procedure","unspecified TMD therapy, by report",7899,"Used for procedure that is not adequately described by a code. Describe procedure."
"Procedure","suture of recent small wounds up to 5 cm",7910,
"Procedure","complicated suture up to 5 cm",7911,
"Procedure","complicated suture greater than 5 cm",7912,
"Procedure","skin graft (identify defect covered, location and type of graft)",7920,
"Procedure","collection and application of autologous blood concentrate product",7921,
"Procedure","osteoplasty for orthognathic deformities",7940,"Reconstruction of jaws for correction of congenital, developmental or acquired traumatic or surgical deformity."
"Procedure","osteotomy mandibular rami",7941,
"Procedure","osteotomy mandibular rami with bone graft; includes obtaining the graft",7943,
"Procedure","osteotomy segmented or subapical",7944,"Report by range of tooth numbers within segment."
"Procedure","osteotomy body of mandible",7945,"Surgical section of lower jaw. This includes the surgical exposure, bone cut, fixation, routine wound closure and normal post-operative follow-up care."
"Procedure","LeFort I (maxilla total)",7946,"Surgical section of the upper jaw. This includes the surgical exposure, bone cuts, downfracture, repositioning, fixation, routine wound closure and normal postoperative follow-up care."
"Procedure","LeFort I (maxilla segmented)",7947,"When reporting a surgically assisted palatal expansion without downfracture, this code would entail a reduced service and should be by report."
"Procedure","LeFort II or LeFort III (osteoplasty of facial bones for midface hypoplasia or retrusion) without bone graft",7948,"Surgical section of upper jaw. This includes the surgical exposure, bone cuts, downfracture, segmentation of maxilla, repositioning, fixation, routine wound closure and normal post-operative follow-up care."
"Procedure","LeFort II or LeFort III with bone graft",7949,"Includes obtaining autografts."
